misra_cpp_id,source_kind,source_category,misra_cpp_pdf_page,misrust_class,paper_relevant_set,score_disposition,score_rule_ids,assessment_note,review_status,artifact_row,artifact_commit
18.1.2,Rule,Required,241,C2,no,candidate_not_directly_applicable_to_native_rust,,"Native Rust rationale only; reconsider foreign calls, generated code and semantic analogues before exclusion.",draft_requires_review,129,9aafed8ea5d222625d4be7982b4f9e8ca2e29bec
18.3.1,Rule,Advisory,242,C2,no,candidate_not_directly_applicable_to_native_rust,,"Native Rust rationale only; reconsider foreign calls, generated code and semantic analogues before exclusion.",draft_requires_review,130,9aafed8ea5d222625d4be7982b4f9e8ca2e29bec
18.3.2,Rule,Required,242,C2,no,candidate_not_directly_applicable_to_native_rust,,"Native Rust rationale only; reconsider foreign calls, generated code and semantic analogues before exclusion.",draft_requires_review,131,9aafed8ea5d222625d4be7982b4f9e8ca2e29bec
18.3.3,Rule,Required,242,C2,no,candidate_not_directly_applicable_to_native_rust,,"Native Rust rationale only; reconsider foreign calls, generated code and semantic analogues before exclusion.",draft_requires_review,132,9aafed8ea5d222625d4be7982b4f9e8ca2e29bec
18.4.1,Rule,Required,242,C2,no,reassessed_or_supporting_obligation,SCR-RUST-036,Restore related obligation from C2: Drop can panic and a second panic during unwinding can abort.,draft_requires_review,133,9aafed8ea5d222625d4be7982b4f9e8ca2e29bec
18.5.1,Rule,Advisory,242,C5,yes,proposed_rust_obligation,SCR-RUST-004,Result error propagation and panic/unwinding are distinct; both need explicit policies.,draft_requires_review,134,9aafed8ea5d222625d4be7982b4f9e8ca2e29bec
18.5.2,Rule,Advisory,242,C6,yes,proposed_rust_obligation,SCR-RUST-036,,draft_requires_review,135,9aafed8ea5d222625d4be7982b4f9e8ca2e29bec
19.0.1,Rule,Required,242,C5,yes,proposed_rust_obligation,SCR-RUST-037,,draft_requires_review,136,9aafed8ea5d222625d4be7982b4f9e8ca2e29bec
19.0.2,Rule,Required,242,C2,no,candidate_not_directly_applicable_to_native_rust,,"Native Rust rationale only; reconsider foreign calls, generated code and semantic analogues before exclusion.",draft_requires_review,137,9aafed8ea5d222625d4be7982b4f9e8ca2e29bec
19.0.3,Rule,Advisory,242,C6,yes,proposed_rust_obligation,SCR-RUST-011,,draft_requires_review,138,9aafed8ea5d222625d4be7982b4f9e8ca2e29bec
19.0.4,Rule,Advisory,242,C2,no,candidate_not_directly_applicable_to_native_rust,,"Native Rust rationale only; reconsider foreign calls, generated code and semantic analogues before exclusion.",draft_requires_review,139,9aafed8ea5d222625d4be7982b4f9e8ca2e29bec
19.1.1,Rule,Required,242,C2,no,candidate_not_directly_applicable_to_native_rust,,"Native Rust rationale only; reconsider foreign calls, generated code and semantic analogues before exclusion.",draft_requires_review,140,9aafed8ea5d222625d4be7982b4f9e8ca2e29bec
19.1.2,Rule,Required,242,C2,no,candidate_not_directly_applicable_to_native_rust,,"Native Rust rationale only; reconsider foreign calls, generated code and semantic analogues before exclusion.",draft_requires_review,141,9aafed8ea5d222625d4be7982b4f9e8ca2e29bec
19.1.3,Rule,Required,242,C4,yes,proposed_rust_obligation,SCR-RUST-037,unexpected_cfgs needs declared expected names/values and active flags; apply in safe code too.,draft_requires_review,142,9aafed8ea5d222625d4be7982b4f9e8ca2e29bec
19.2.1,Rule,Required,242,C3,no,candidate_language_or_diagnostic_coverage,,Verify the rationale against the pinned compiler/configuration before accepting coverage; no automatic waiver.,draft_requires_review,143,9aafed8ea5d222625d4be7982b4f9e8ca2e29bec
19.2.2,Rule,Required,242,C5,yes,proposed_rust_obligation,SCR-RUST-011,Rust also supports include! and generated source; use is not its only inclusion mechanism.,draft_requires_review,144,9aafed8ea5d222625d4be7982b4f9e8ca2e29bec
19.2.3,Rule,Required,242,C4,yes,proposed_rust_obligation,SCR-RUST-011,Native syntax is largely compiler-checked; assess generated/path-based inclusion separately.,draft_requires_review,145,9aafed8ea5d222625d4be7982b4f9e8ca2e29bec
19.3.1,Rule,Advisory,243,C2,no,candidate_not_directly_applicable_to_native_rust,,"Native Rust rationale only; reconsider foreign calls, generated code and semantic analogues before exclusion.",draft_requires_review,146,9aafed8ea5d222625d4be7982b4f9e8ca2e29bec
19.3.2,Rule,Required,243,C2,no,candidate_not_directly_applicable_to_native_rust,,"Native Rust rationale only; reconsider foreign calls, generated code and semantic analogues before exclusion.",draft_requires_review,147,9aafed8ea5d222625d4be7982b4f9e8ca2e29bec
19.3.3,Rule,Required,243,C2,no,candidate_not_directly_applicable_to_native_rust,,"Native Rust rationale only; reconsider foreign calls, generated code and semantic analogues before exclusion.",draft_requires_review,148,9aafed8ea5d222625d4be7982b4f9e8ca2e29bec
19.3.4,Rule,Required,243,C4,yes,proposed_rust_obligation,SCR-RUST-038,Macro expression matching does not ensure single evaluation or absence of hidden effects.,draft_requires_review,149,9aafed8ea5d222625d4be7982b4f9e8ca2e29bec
19.3.5,Rule,Required,243,C2,no,candidate_not_directly_applicable_to_native_rust,,"Native Rust rationale only; reconsider foreign calls, generated code and semantic analogues before exclusion.",draft_requires_review,150,9aafed8ea5d222625d4be7982b4f9e8ca2e29bec
19.6.1,Rule,Advisory,243,C2,no,candidate_not_directly_applicable_to_native_rust,,"Native Rust rationale only; reconsider foreign calls, generated code and semantic analogues before exclusion.",draft_requires_review,151,9aafed8ea5d222625d4be7982b4f9e8ca2e29bec
21.2.1,Rule,Required,243,C1,no,candidate_not_directly_applicable_to_native_rust,,"Native Rust rationale only; reconsider foreign calls, generated code and semantic analogues before exclusion.",draft_requires_review,152,9aafed8ea5d222625d4be7982b4f9e8ca2e29bec
21.2.2,Rule,Required,243,C1,no,candidate_not_directly_applicable_to_native_rust,,"Native Rust rationale only; reconsider foreign calls, generated code and semantic analogues before exclusion.",draft_requires_review,153,9aafed8ea5d222625d4be7982b4f9e8ca2e29bec
21.2.3,Rule,Required,243,C1,no,candidate_not_directly_applicable_to_native_rust,,"Native Rust rationale only; reconsider foreign calls, generated code and semantic analogues before exclusion.",draft_requires_review,154,9aafed8ea5d222625d4be7982b4f9e8ca2e29bec
21.2.4,Rule,Required,243,C1,no,candidate_not_directly_applicable_to_native_rust,,"Native Rust rationale only; reconsider foreign calls, generated code and semantic analogues before exclusion.",draft_requires_review,155,9aafed8ea5d222625d4be7982b4f9e8ca2e29bec
21.6.1,Rule,Advisory,243,C6,yes,proposed_rust_obligation,SCR-RUST-039,Controlled allocation is a proposed project adaptation; do not silently impose a blanket allocation ban.,draft_requires_review,156,9aafed8ea5d222625d4be7982b4f9e8ca2e29bec
21.6.2,Rule,Required,243,C5,yes,proposed_rust_obligation,SCR-RUST-035,Drop is not guaranteed to run; mem::forget and leaks are safe operations.,draft_requires_review,157,9aafed8ea5d222625d4be7982b4f9e8ca2e29bec
21.6.3,Rule,Required,243,C4,yes,proposed_rust_obligation,SCR-RUST-039,,draft_requires_review,158,9aafed8ea5d222625d4be7982b4f9e8ca2e29bec
21.6.4,Rule,Required,243,C2,no,reassessed_or_supporting_obligation,SCR-RUST-039,"Reassess C2: Rust has custom/global allocator mechanisms, requiring separate lifecycle analysis.",draft_requires_review,159,9aafed8ea5d222625d4be7982b4f9e8ca2e29bec
21.6.5,Rule,Required,243,C4,yes,proposed_rust_obligation,SCR-RUST-035,Comment describes a largely compiler-covered native case; retain lifecycle review only for manual/foreign owners.,draft_requires_review,160,9aafed8ea5d222625d4be7982b4f9e8ca2e29bec
21.10.1,Rule,Required,243,C1,no,candidate_not_directly_applicable_to_native_rust,,"Native Rust rationale only; reconsider foreign calls, generated code and semantic analogues before exclusion.",draft_requires_review,161,9aafed8ea5d222625d4be7982b4f9e8ca2e29bec
21.10.2,Rule,Required,243,C1,no,candidate_not_directly_applicable_to_native_rust,,"Native Rust rationale only; reconsider foreign calls, generated code and semantic analogues before exclusion.",draft_requires_review,162,9aafed8ea5d222625d4be7982b4f9e8ca2e29bec
21.10.3,Rule,Required,243,C1,no,candidate_not_directly_applicable_to_native_rust,,"Native Rust rationale only; reconsider foreign calls, generated code and semantic analogues before exclusion.",draft_requires_review,163,9aafed8ea5d222625d4be7982b4f9e8ca2e29bec
22.3.1,Rule,Required,244,C5,yes,proposed_rust_obligation,SCR-RUST-040,A constant argument to ordinary assert! does not by itself force compile-time evaluation.,draft_requires_review,164,9aafed8ea5d222625d4be7982b4f9e8ca2e29bec
22.4.1,Rule,Required,244,C2,no,candidate_not_directly_applicable_to_native_rust,,"Native Rust rationale only; reconsider foreign calls, generated code and semantic analogues before exclusion.",draft_requires_review,165,9aafed8ea5d222625d4be7982b4f9e8ca2e29bec
23.11.1,Rule,Advisory,244,C2,no,reassessed_or_supporting_obligation,SCR-RUST-020,"Reassess C2: raw pointers can be constructed in safe Rust; audit boundaries by operations, not unsafe keywords.",draft_requires_review,166,9aafed8ea5d222625d4be7982b4f9e8ca2e29bec
24.5.1,Rule,Required,244,C1,no,candidate_not_directly_applicable_to_native_rust,,"Native Rust rationale only; reconsider foreign calls, generated code and semantic analogues before exclusion.",draft_requires_review,167,9aafed8ea5d222625d4be7982b4f9e8ca2e29bec
24.5.2,Rule,Required,244,C1,no,candidate_not_directly_applicable_to_native_rust,,"Native Rust rationale only; reconsider foreign calls, generated code and semantic analogues before exclusion.",draft_requires_review,168,9aafed8ea5d222625d4be7982b4f9e8ca2e29bec
25.5.1,Rule,Required,244,C1,no,candidate_not_directly_applicable_to_native_rust,,"Native Rust rationale only; reconsider foreign calls, generated code and semantic analogues before exclusion.",draft_requires_review,169,9aafed8ea5d222625d4be7982b4f9e8ca2e29bec
25.5.2,Rule,Mandatory,244,C1,no,candidate_not_directly_applicable_to_native_rust,,"Native Rust rationale only; reconsider foreign calls, generated code and semantic analogues before exclusion.",draft_requires_review,170,9aafed8ea5d222625d4be7982b4f9e8ca2e29bec
25.5.3,Rule,Mandatory,244,C1,no,candidate_not_directly_applicable_to_native_rust,,"Native Rust rationale only; reconsider foreign calls, generated code and semantic analogues before exclusion.",draft_requires_review,171,9aafed8ea5d222625d4be7982b4f9e8ca2e29bec
26.3.1,Rule,Advisory,244,C2,no,candidate_not_directly_applicable_to_native_rust,,"Native Rust rationale only; reconsider foreign calls, generated code and semantic analogues before exclusion.",draft_requires_review,172,9aafed8ea5d222625d4be7982b4f9e8ca2e29bec
28.3.1,Rule,Required,244,C2,no,candidate_not_directly_applicable_to_native_rust,,"Native Rust rationale only; reconsider foreign calls, generated code and semantic analogues before exclusion.",draft_requires_review,173,9aafed8ea5d222625d4be7982b4f9e8ca2e29bec
28.6.1,Rule,Required,245,C4,yes,proposed_rust_obligation,SCR-RUST-035,"Comment describes a C++-specific move issue; native moves are compiler-checked, custom owners still need review.",draft_requires_review,174,9aafed8ea5d222625d4be7982b4f9e8ca2e29bec
28.6.2,Rule,Required,245,C2,no,candidate_not_directly_applicable_to_native_rust,,"Native Rust rationale only; reconsider foreign calls, generated code and semantic analogues before exclusion.",draft_requires_review,175,9aafed8ea5d222625d4be7982b4f9e8ca2e29bec
28.6.3,Rule,Required,245,C2,no,candidate_not_directly_applicable_to_native_rust,,"Native Rust rationale only; reconsider foreign calls, generated code and semantic analogues before exclusion.",draft_requires_review,176,9aafed8ea5d222625d4be7982b4f9e8ca2e29bec
28.6.4,Rule,Required,245,C1,no,candidate_not_directly_applicable_to_native_rust,,"Native Rust rationale only; reconsider foreign calls, generated code and semantic analogues before exclusion.",draft_requires_review,177,9aafed8ea5d222625d4be7982b4f9e8ca2e29bec
30.0.1,Rule,Required,245,C1,no,candidate_not_directly_applicable_to_native_rust,,"Native Rust rationale only; reconsider foreign calls, generated code and semantic analogues before exclusion.",draft_requires_review,178,9aafed8ea5d222625d4be7982b4f9e8ca2e29bec
30.0.2,Rule,Required,245,C1,no,candidate_not_directly_applicable_to_native_rust,,"Native Rust rationale only; reconsider foreign calls, generated code and semantic analogues before exclusion.",draft_requires_review,179,9aafed8ea5d222625d4be7982b4f9e8ca2e29bec
