misra_cpp_id,source_kind,source_category,misra_cpp_pdf_page,misrust_class,paper_relevant_set,score_disposition,score_rule_ids,assessment_note,review_status,artifact_row,artifact_commit,scrc_applicability,scrc_misra_c_ref,scrc_guideline,scrc_category
15.1.2,Rule,Advisory,241,C3,no,not_applicable,,SCRC: not applicable. Verify the rationale against the pinned compiler/configuration before accepting coverage; no automatic waiver.,draft_requires_review,119,9aafed8ea5d222625d4be7982b4f9e8ca2e29bec,not_applicable,,,
15.1.3,Rule,Required,241,C2,no,not_applicable,,"SCRC: not applicable. Native Rust rationale only; reconsider foreign calls, generated code and semantic analogues before exclusion.",draft_requires_review,120,9aafed8ea5d222625d4be7982b4f9e8ca2e29bec,not_applicable,,,
15.1.4,Rule,Advisory,241,C3,no,proposed_rust_obligation,SCR-RUST-031,SCRC: applies to unsafe Rust; MaybeUninit and similar bypass initialization checks.,draft_requires_review,121,9aafed8ea5d222625d4be7982b4f9e8ca2e29bec,unsafe,,,
15.1.5,Rule,Required,241,C2,no,not_applicable,,"SCRC: not applicable. Native Rust rationale only; reconsider foreign calls, generated code and semantic analogues before exclusion.",draft_requires_review,122,9aafed8ea5d222625d4be7982b4f9e8ca2e29bec,not_applicable,,,
15.8.1,Dir,Required,241,C3,no,proposed_rust_obligation,SCR-RUST-035,SCRC: applies to unsafe Rust; Pin-based move emulation must define self-assignment behavior.,draft_requires_review,123,9aafed8ea5d222625d4be7982b4f9e8ca2e29bec,unsafe,,,
16.5.1,Rule,Required,241,C2,no,not_applicable,,"SCRC: not applicable. Native Rust rationale only; reconsider foreign calls, generated code and semantic analogues before exclusion.",draft_requires_review,124,9aafed8ea5d222625d4be7982b4f9e8ca2e29bec,not_applicable,,,
16.5.2,Rule,Required,241,C2,no,not_applicable,,"SCRC: not applicable. Native Rust rationale only; reconsider foreign calls, generated code and semantic analogues before exclusion.",draft_requires_review,125,9aafed8ea5d222625d4be7982b4f9e8ca2e29bec,not_applicable,,,
16.6.1,Rule,Advisory,241,C3,no,not_applicable,,SCRC: not applicable. Verify the rationale against the pinned compiler/configuration before accepting coverage; no automatic waiver.,draft_requires_review,126,9aafed8ea5d222625d4be7982b4f9e8ca2e29bec,not_applicable,,,
17.8.1,Rule,Required,241,C2,no,not_applicable,,"SCRC: not applicable. Native Rust rationale only; reconsider foreign calls, generated code and semantic analogues before exclusion.",draft_requires_review,127,9aafed8ea5d222625d4be7982b4f9e8ca2e29bec,not_applicable,,,
18.1.1,Rule,Required,241,C2,no,proposed_rust_obligation,SCR-RUST-036,SCRC: applies to unsafe Rust; raw-pointer panic payloads (panic_any) have unclear ownership.,draft_requires_review,128,9aafed8ea5d222625d4be7982b4f9e8ca2e29bec,unsafe,,,
18.1.2,Rule,Required,241,C2,no,not_applicable,,"SCRC: not applicable. Native Rust rationale only; reconsider foreign calls, generated code and semantic analogues before exclusion.",draft_requires_review,129,9aafed8ea5d222625d4be7982b4f9e8ca2e29bec,not_applicable,,,
18.3.1,Rule,Advisory,242,C2,no,not_applicable,,"SCRC: not applicable. Native Rust rationale only; reconsider foreign calls, generated code and semantic analogues before exclusion.",draft_requires_review,130,9aafed8ea5d222625d4be7982b4f9e8ca2e29bec,not_applicable,,,
18.3.2,Rule,Required,242,C2,no,not_applicable,,"SCRC: not applicable. Native Rust rationale only; reconsider foreign calls, generated code and semantic analogues before exclusion.",draft_requires_review,131,9aafed8ea5d222625d4be7982b4f9e8ca2e29bec,not_applicable,,,
18.3.3,Rule,Required,242,C2,no,not_applicable,,"SCRC: not applicable. Native Rust rationale only; reconsider foreign calls, generated code and semantic analogues before exclusion.",draft_requires_review,132,9aafed8ea5d222625d4be7982b4f9e8ca2e29bec,not_applicable,,,
18.4.1,Rule,Required,242,C2,no,proposed_rust_obligation,SCR-RUST-036,SCRC: applies. Restore related obligation from C2: Drop can panic and a second panic during unwinding can abort.,draft_requires_review,133,9aafed8ea5d222625d4be7982b4f9e8ca2e29bec,safe,,,
18.5.1,Rule,Advisory,242,C5,yes,proposed_rust_obligation,SCR-RUST-004,Result error propagation and panic/unwinding are distinct; both need explicit policies.,draft_requires_review,134,9aafed8ea5d222625d4be7982b4f9e8ca2e29bec,safe,,,
18.5.2,Rule,Advisory,242,C6,yes,proposed_rust_obligation,SCR-RUST-036,,draft_requires_review,135,9aafed8ea5d222625d4be7982b4f9e8ca2e29bec,safe,,,
19.0.1,Rule,Required,242,C5,yes,retained_beyond_scrc,SCR-RUST-037,SCRC: not applicable (cfg attaches to the next item). Retained: cfg_select and attribute placement still need review.,draft_requires_review,136,9aafed8ea5d222625d4be7982b4f9e8ca2e29bec,not_applicable,,,
19.0.2,Rule,Required,242,C2,no,proposed_rust_obligation,SCR-RUST-038,"SCRC: applies to safe Rust; prefer functions over function-like macros, variadic macros excepted.",draft_requires_review,137,9aafed8ea5d222625d4be7982b4f9e8ca2e29bec,safe,,,
19.0.3,Rule,Advisory,242,C6,yes,proposed_rust_obligation,SCR-RUST-011,,draft_requires_review,138,9aafed8ea5d222625d4be7982b4f9e8ca2e29bec,safe,,,
19.0.4,Rule,Advisory,242,C2,no,not_applicable,,"SCRC: not applicable. Native Rust rationale only; reconsider foreign calls, generated code and semantic analogues before exclusion.",draft_requires_review,139,9aafed8ea5d222625d4be7982b4f9e8ca2e29bec,not_applicable,,,
19.1.1,Rule,Required,242,C2,no,not_applicable,,"SCRC: not applicable. Native Rust rationale only; reconsider foreign calls, generated code and semantic analogues before exclusion.",draft_requires_review,140,9aafed8ea5d222625d4be7982b4f9e8ca2e29bec,not_applicable,,,
19.1.2,Rule,Required,242,C2,no,not_applicable,,"SCRC: not applicable. Native Rust rationale only; reconsider foreign calls, generated code and semantic analogues before exclusion.",draft_requires_review,141,9aafed8ea5d222625d4be7982b4f9e8ca2e29bec,not_applicable,,,
19.1.3,Rule,Required,242,C4,yes,not_applicable,,SCRC: not applicable. Undefined identifiers are compile errors. Mapping removed.,draft_requires_review,142,9aafed8ea5d222625d4be7982b4f9e8ca2e29bec,not_applicable,,,
19.2.1,Rule,Required,242,C3,no,proposed_rust_obligation,SCR-RUST-011,SCRC: applies to safe Rust; include! and path attributes can shadow items in outer scopes.,draft_requires_review,143,9aafed8ea5d222625d4be7982b4f9e8ca2e29bec,safe,,,
19.2.2,Rule,Required,242,C5,yes,not_applicable,,SCRC: not applicable. Invalid include paths are compile errors. Mapping removed.,draft_requires_review,144,9aafed8ea5d222625d4be7982b4f9e8ca2e29bec,not_applicable,,,
19.2.3,Rule,Required,242,C4,yes,retained_beyond_scrc,SCR-RUST-011,SCRC: not applicable (raw strings supported). Retained as supporting source for include!/path provenance.,draft_requires_review,145,9aafed8ea5d222625d4be7982b4f9e8ca2e29bec,not_applicable,,,
19.3.1,Rule,Advisory,243,C2,no,not_applicable,,"SCRC: not applicable. Native Rust rationale only; reconsider foreign calls, generated code and semantic analogues before exclusion.",draft_requires_review,146,9aafed8ea5d222625d4be7982b4f9e8ca2e29bec,not_applicable,Rule 20.10,,
19.3.2,Rule,Required,243,C2,no,not_applicable,,"SCRC: not applicable. Native Rust rationale only; reconsider foreign calls, generated code and semantic analogues before exclusion.",draft_requires_review,147,9aafed8ea5d222625d4be7982b4f9e8ca2e29bec,not_applicable,Rule 20.11,,
19.3.3,Rule,Required,243,C2,no,not_applicable,,"SCRC: not applicable. Native Rust rationale only; reconsider foreign calls, generated code and semantic analogues before exclusion.",draft_requires_review,148,9aafed8ea5d222625d4be7982b4f9e8ca2e29bec,not_applicable,,,
19.3.4,Rule,Required,243,C4,yes,proposed_rust_obligation,SCR-RUST-038,Macro expression matching does not ensure single evaluation or absence of hidden effects.,draft_requires_review,149,9aafed8ea5d222625d4be7982b4f9e8ca2e29bec,safe,,,
19.3.5,Rule,Required,243,C2,no,not_applicable,,"SCRC: not applicable. Native Rust rationale only; reconsider foreign calls, generated code and semantic analogues before exclusion.",draft_requires_review,150,9aafed8ea5d222625d4be7982b4f9e8ca2e29bec,not_applicable,,,
19.6.1,Rule,Advisory,243,C2,no,not_applicable,,"SCRC: not applicable. Native Rust rationale only; reconsider foreign calls, generated code and semantic analogues before exclusion.",draft_requires_review,151,9aafed8ea5d222625d4be7982b4f9e8ca2e29bec,not_applicable,,,
21.2.1,Rule,Required,243,C1,no,not_applicable,,"SCRC: not applicable. Native Rust rationale only; reconsider foreign calls, generated code and semantic analogues before exclusion.",draft_requires_review,152,9aafed8ea5d222625d4be7982b4f9e8ca2e29bec,not_applicable,,,
21.2.2,Rule,Required,243,C1,no,not_applicable,,"SCRC: not applicable. Native Rust rationale only; reconsider foreign calls, generated code and semantic analogues before exclusion.",draft_requires_review,153,9aafed8ea5d222625d4be7982b4f9e8ca2e29bec,not_applicable,,,
21.2.3,Rule,Required,243,C1,no,rule_assignment_pending,,SCRC: applies to safe Rust; std::process::Command has platform path-search hazards. No S-CORE rule yet.,draft_requires_review,154,9aafed8ea5d222625d4be7982b4f9e8ca2e29bec,safe,,,
21.2.4,Rule,Required,243,C1,no,not_applicable,,"SCRC: not applicable. Native Rust rationale only; reconsider foreign calls, generated code and semantic analogues before exclusion.",draft_requires_review,155,9aafed8ea5d222625d4be7982b4f9e8ca2e29bec,not_applicable,,,
21.6.1,Rule,Advisory,243,C6,yes,proposed_rust_obligation,SCR-RUST-039,Controlled allocation is a proposed project adaptation; do not silently impose a blanket allocation ban.,draft_requires_review,156,9aafed8ea5d222625d4be7982b4f9e8ca2e29bec,safe,,,
21.6.2,Rule,Required,243,C5,yes,proposed_rust_obligation,SCR-RUST-035,Drop is not guaranteed to run; mem::forget and leaks are safe operations.,draft_requires_review,157,9aafed8ea5d222625d4be7982b4f9e8ca2e29bec,safe,,,
21.6.3,Rule,Required,243,C4,yes,proposed_rust_obligation,SCR-RUST-039,,draft_requires_review,158,9aafed8ea5d222625d4be7982b4f9e8ca2e29bec,unsafe,,,
21.6.4,Rule,Required,243,C2,no,retained_beyond_scrc,SCR-RUST-039,SCRC: not applicable (GlobalAlloc dealloc always receives the layout). Retained: allocator customization still needs review.,draft_requires_review,159,9aafed8ea5d222625d4be7982b4f9e8ca2e29bec,not_applicable,,,
21.6.5,Rule,Required,243,C4,yes,not_applicable,,SCRC: not applicable. No incomplete types. Mapping removed.,draft_requires_review,160,9aafed8ea5d222625d4be7982b4f9e8ca2e29bec,not_applicable,,,
21.10.1,Rule,Required,243,C1,no,proposed_rust_obligation,SCR-RUST-021,SCRC: applies to unsafe Rust; C-variadic arguments (VaList) carry the same hazards as in C.,draft_requires_review,161,9aafed8ea5d222625d4be7982b4f9e8ca2e29bec,unsafe,,,
21.10.2,Rule,Required,243,C1,no,proposed_rust_obligation,SCR-RUST-042,SCRC: applies to unsafe Rust; setjmp/longjmp reachable through FFI or inline assembly and often UB.,draft_requires_review,162,9aafed8ea5d222625d4be7982b4f9e8ca2e29bec,unsafe,,,
21.10.3,Rule,Required,243,C1,no,proposed_rust_obligation,SCR-RUST-042,SCRC: applies to unsafe Rust; signal handling only through platform APIs.,draft_requires_review,163,9aafed8ea5d222625d4be7982b4f9e8ca2e29bec,unsafe,,,
22.3.1,Rule,Required,244,C5,yes,proposed_rust_obligation,SCR-RUST-040,A constant argument to ordinary assert! does not by itself force compile-time evaluation.,draft_requires_review,164,9aafed8ea5d222625d4be7982b4f9e8ca2e29bec,safe,,,
22.4.1,Rule,Required,244,C2,no,proposed_rust_obligation,SCR-RUST-042,SCRC: applies to unsafe Rust; errno is writable only through platform APIs.,draft_requires_review,165,9aafed8ea5d222625d4be7982b4f9e8ca2e29bec,unsafe,,,
23.11.1,Rule,Advisory,244,C2,no,proposed_rust_obligation,SCR-RUST-020,"SCRC: applies. Reassess C2: raw pointers can be constructed in safe Rust; audit boundaries by operations, not unsafe keywords.",draft_requires_review,166,9aafed8ea5d222625d4be7982b4f9e8ca2e29bec,unsafe,,,
24.5.1,Rule,Required,244,C1,no,not_applicable,,"SCRC: not applicable. Native Rust rationale only; reconsider foreign calls, generated code and semantic analogues before exclusion.",draft_requires_review,167,9aafed8ea5d222625d4be7982b4f9e8ca2e29bec,not_applicable,,,
24.5.2,Rule,Required,244,C1,no,proposed_rust_obligation,SCR-RUST-025,SCRC: applies to unsafe Rust; ptr::copy and copy_nonoverlapping are the memmove/memcpy analogues.,draft_requires_review,168,9aafed8ea5d222625d4be7982b4f9e8ca2e29bec,unsafe,,,
25.5.1,Rule,Required,244,C1,no,proposed_rust_obligation,SCR-RUST-042,SCRC: applies to unsafe Rust; locale handling requires FFI.,draft_requires_review,169,9aafed8ea5d222625d4be7982b4f9e8ca2e29bec,unsafe,,,
25.5.2,Rule,Mandatory,244,C1,no,proposed_rust_obligation,SCR-RUST-042,"SCRC: applies to unsafe Rust; only the FFI part (OS error strings, setenv) is in scope; std::env::var returns owned data.",draft_requires_review,170,9aafed8ea5d222625d4be7982b4f9e8ca2e29bec,unsafe,,,
25.5.3,Rule,Mandatory,244,C1,no,proposed_rust_obligation,SCR-RUST-042,"SCRC: applies to unsafe Rust; time zone, locale and errno access through FFI.",draft_requires_review,171,9aafed8ea5d222625d4be7982b4f9e8ca2e29bec,unsafe,,,
26.3.1,Rule,Advisory,244,C2,no,not_applicable,,"SCRC: not applicable. Native Rust rationale only; reconsider foreign calls, generated code and semantic analogues before exclusion.",draft_requires_review,172,9aafed8ea5d222625d4be7982b4f9e8ca2e29bec,not_applicable,,,
28.3.1,Rule,Required,244,C2,no,rule_assignment_pending,,SCRC: applies to safe Rust; stateful predicates in iterator adapters. No S-CORE rule yet.,draft_requires_review,173,9aafed8ea5d222625d4be7982b4f9e8ca2e29bec,safe,,,
28.6.1,Rule,Required,245,C4,yes,proposed_rust_obligation,SCR-RUST-035,"Comment describes a C++-specific move issue; native moves are compiler-checked, custom owners still need review.",draft_requires_review,174,9aafed8ea5d222625d4be7982b4f9e8ca2e29bec,safe,,,
28.6.2,Rule,Required,245,C2,no,not_applicable,,"SCRC: not applicable. Native Rust rationale only; reconsider foreign calls, generated code and semantic analogues before exclusion.",draft_requires_review,175,9aafed8ea5d222625d4be7982b4f9e8ca2e29bec,not_applicable,,,
28.6.3,Rule,Required,245,C2,no,proposed_rust_obligation,SCR-RUST-015,SCRC: applies to unsafe Rust; a raw pointer can observe a moved-from location.,draft_requires_review,176,9aafed8ea5d222625d4be7982b4f9e8ca2e29bec,unsafe,,,
28.6.4,Rule,Required,245,C1,no,not_applicable,,"SCRC: not applicable. Native Rust rationale only; reconsider foreign calls, generated code and semantic analogues before exclusion.",draft_requires_review,177,9aafed8ea5d222625d4be7982b4f9e8ca2e29bec,not_applicable,,,
30.0.1,Rule,Required,245,C1,no,not_applicable,,"SCRC: not applicable. Native Rust rationale only; reconsider foreign calls, generated code and semantic analogues before exclusion.",draft_requires_review,178,9aafed8ea5d222625d4be7982b4f9e8ca2e29bec,not_applicable,,,
30.0.2,Rule,Required,245,C1,no,not_applicable,,"SCRC: not applicable. Native Rust rationale only; reconsider foreign calls, generated code and semantic analogues before exclusion.",draft_requires_review,179,9aafed8ea5d222625d4be7982b4f9e8ca2e29bec,not_applicable,,,
